SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,TransactionNumber
250,11,27613,228,7,0.2,0,CS362R6DY2AASJHQRACH
251,8,94492,405,24,0,0,BTFXCO6HG7RMZX882P9U
252,7,42423,286,11,0.1,0,UPXZ0HK6ERSOH0YN9Q3Z
253,22,62319,87,16,0.2,0,IUJOTM9IOK2N1H4IXB6M
254,21,33795,10,9,0,0,2GYXHW9KSZ6V2CUEB6UB
255,15,40739,43,11,0,0,Q6Q1FJT5CEWDLFEKQBPZ
256,3,12016,292,4,0,0,WLWSZ593M5CBMB98W2DG
257,10,55656,368,15,0,0,GLAIGWFTKU4BQTLU9GDK
258,15,4102,59,2,0,0,P8J1Y45CU9CJJFZL9I9T
259,17,46905,55,12,0,0,2B7ZWINEMLZVCRCQGISA
260,5,76048,299,20,0,0,PKSS6EL8ZX4QSMXB11MH
261,2,16446,382,5,0,0,7OCN6OMUT0GJSCQF7P32
262,9,79700,203,21,0,0,NOV5K4FEEG6TJHWG40PY
263,7,45132,339,12,0,0,5WN7ZA7WUCIFTKZHILK7
264,19,21268,148,6,0,0,FKAP9VTZ3PE3QHR7XLU7
265,20,22534,135,6,0,0,K3NDPWWZMF5RYQCCHQED
266,6,3223,332,1,0,0,QM3C2389K0QZXUGNBJYX
267,7,41987,276,11,0,0,HA9CSQFUGUFUKTHK1NTO
268,21,40666,324,11,0,0,1EER1WVP57GGX9CU0ACT
269,6,54688,232,14,0,0,45A5C1Z2AV48AFVULQUJ
270,19,73048,79,19,0,0,ANYEMJ4P1DHVAX84LOUW
271,21,23329,126,6,0.2,0,VBC7NTHZEJI99TICRQHU
272,18,63892,434,17,0,0,8INDZIMQZ2ZNHFBM6ZQM
273,4,19716,359,5,0,0,MUZL13QRUYD1AMTOUNBU
274,4,59364,113,16,0,0,FHIMRE6PKQR8MMOOSYEW
275,10,55198,131,14,0,0,43ML7SIXCBESG7CGY9PJ
276,7,7127,353,2,0.1,0,A7LTN0502PWYBADW1KLO
277,16,611,240,1,0,0,7FCF6FB7TPOCVUW0SKSD
278,19,62614,161,16,0,0,ALHT5WZKXP4VA3S9DHLU
279,9,67485,63,18,0,0,808LFGHV8ZSAVWTUM0IB
280,11,3053,186,1,0.2,0,VZJHLR3RF26J31L97QGH
281,7,83026,79,22,0,0,OPCKF6YEQH2I5D0O4TPD
282,10,95442,374,25,0,0,TXLRRU8LEA2UZ6A7W6K4
283,7,95906,5,25,0,0,OL40YOKK3WQ3JVSQSNBQ
284,8,93298,159,24,0.2,0,B70O66QH7N49R5BHRT5N
285,19,50805,32,13,0.1,0,BDBQFBIH4I9DJCE3CRIU
286,15,2930,50,1,0,0,V9MUSPG81U53RZTOXRV7
287,14,59884,277,16,0.2,0,34VV7TXDE1NSXG3OVML2
288,21,29175,397,8,0.2,0,3O3ARCKEE0NN3S5RZKWJ
289,21,77900,67,20,0,0,MSIBTJQZ2495QZFSKFGC
290,15,94938,420,25,0,0,Z1Z4UOXXV2OIEGWKYYTU
291,7,44691,328,12,0,0,CVDHCSQZE4F6VMRI6ZVS
292,2,70782,311,18,0,0,72KMCIJ7MHNIJN5MNIV7
293,15,37830,222,10,0,0,GY9CJU41RYX1C5TTVZA6
294,11,48687,240,13,0.2,0,SMSNBYLWJGZK4Q3B9TOE
295,5,34803,271,9,0.1,0,UIQG7ICTSIL16OBGO7VJ
296,21,71322,219,19,0,0,8IXG8EPHL6LSLY3264G9
297,18,51607,314,14,0,0,RYEJX1SULLSV0L0S0Y3M
298,13,19660,97,5,0,0,6BZ8KQ8EH3F91HJJWACX
299,9,37840,416,10,0,0,ZKSXLC2965CNRKMEADBK
300,17,17625,177,5,0,0,3IDLY4H83OQOP7R7BYE5
301,4,61668,157,16,0.1,0,AX3MAXX4MX1D6W2FBN7L
302,7,3339,67,1,0,0,3HLY2DV7YEXEASL9YO7J
303,7,11004,379,3,0,0,HRPBIAPRZB6J47FHO7J2
304,16,127,443,1,0,0,NI3YW3G5DZ02WMQVMK26
305,14,4285,103,2,0,0,Y2RU6L5R9GNH7T8MCM78
306,13,30600,423,8,0,0,MC5H7LPM2NHWGOFC4PIB
307,4,22708,380,6,0,0,3ICLOSI99YUXUCQLCYZG
308,18,2956,427,1,0,0,7S6KR5S98WPW8ITSWJS7
309,12,77357,332,20,0,0,SPMYMBPQRRIV7WQ60XNP
310,9,33612,143,9,0,0,1151LTWSGF78SF2KM5T3
311,11,11405,52,3,0,0,H4610M3MWM5ICQOGX1HS
312,14,91801,208,24,0,0,BCBMEHOMDRTLGKWYZK7T
313,7,35377,448,9,0.2,0,JS1QFOE3P3BBL6SVFL4F
314,7,43852,322,12,0,0,JUCWW6RIXG9YRRJ9VYS9
315,21,91781,220,24,0,0,OOHAUD43KY3E60YPUJHN
316,16,19763,8,6,0,0,RN1CUE8LKNB5HV6UM1SM
317,3,82554,198,21,0,0,DI6KLRLK1FBMXW1GX0ZV
318,22,50593,180,13,0,0,0BR9O5RV7IO05E4US9NN
319,23,69222,117,18,0,0,I70JJY5DO0TRXD7FBWLT
320,5,19605,86,5,0,0,TXMLRHWL5RB8GH3QP56M
321,15,42099,55,11,0,0,JHU880XEHC1TBPADXRH8
322,10,12812,331,4,0,0,I9HJHW3PLRF77AGRDJGY
323,23,61526,257,16,0.1,0,OEAE4RTCSDPDP07DPQ4U
324,14,58510,264,15,0,0,VLMM3FUMK70ALUV74C5A
325,12,28358,203,8,0,0,SDQTI98ENSC4GSSOS0CY
326,19,51307,267,13,0,0,85O336C5KDZJD38VSL5L
327,3,26063,212,7,0,0,WFO5412JCCTBMK72QF3W
328,16,69788,119,18,0,0,3ECK3PJSZF6DIBQ0XY49
329,23,24561,295,7,0,0,7168QI1T261PYT0BK1CI
330,13,82636,364,21,0,0,DWMY39G2SGZNOVD6CC7I
331,13,54280,39,14,0.2,0,W94NKIQOCXSQUU4J9N9K
332,4,79711,144,21,0,0,AP229XN58O5ZRGNIAJRQ
333,11,24775,198,7,0,0,FJ6WU18M3PXY8MJ1LAK3
334,16,49860,338,13,0,0,48NQ2DH1Y4IUDU6W5FVE
335,7,40145,29,11,0,0,5Z71JU3GO86NVBAJ5SOR
336,23,79688,12,21,0,0,4KF3USD5FUPOYZ9GPIJD
337,3,84438,447,22,0,0,AVB7HIVD0N7NZ0ERXP1Q
338,14,95780,15,25,0,0,8DHYWB12G95EZUP3WC9H
339,18,89014,57,23,0,0,F6H1ZYUPRTHM91HU8L7U
340,6,20206,61,6,0,0,KD1906PN1CS8JT6ZXWC6
341,12,78981,122,20,0,0,OGORPS79OR2NHUSFRZS5
342,20,56929,303,15,0,0,PGPDP7AVAOUNWVXDHADH
343,10,50578,66,13,0,0,DKPL2YEJ5XK1CZ0ZE0LW
344,13,44288,377,12,0,0,D270KZV1APENNCVZSN9W
345,5,83533,369,22,0,0,5R9MKWXE3ASL00IHLHZI
346,16,51649,121,14,0,0,V85DOM4ZLCBZ28BYDZ2Y
347,19,35405,315,9,0,0,6EL1NCDH75AET9I38W9S
348,9,92737,352,24,0,0,HXGMYR6J7HWJUOTKB19Q
349,14,55665,20,15,0,0,E71L8YTU53T58OH5FPK7
350,13,15040,263,4,0,0,ZNDUZKOJWVZ2W3PF1QTD
351,18,87527,22,23,0,0,2E3EM0CFVBPJKFKNQ8E4
352,19,1014,134,1,0,0,88T3BLRPEYRU8X8AGCKC
353,13,49197,433,13,0.1,0,1JAIBN5RAHF8EU5AABEL
354,4,18235,331,5,0,0,HCYPCIBDAWTR66PIK0YM
355,2,74286,123,19,0.1,0,4HCLU230516RFJ6CTZ5T
356,18,48857,278,13,0,0,0KLH8NGRQAGYRCVM4IF8
357,7,40572,263,11,0,0,4UN0QNI6R0SSJ4WQ4MFM
358,16,51254,116,13,0,0,FQQSO7BQOHQL1VQYGH0Y
359,4,70528,241,18,0,0,Y9N678YV0V0M3P4X72F7
360,18,51737,288,14,0,0,2J27H86SN4FONGG2MGYC
361,10,4538,211,2,0,0,OLQYY5M18EKQ5WQLYPZR
362,12,51680,261,14,0,0,CQKYF9NULLHUKDYB8J3K
363,18,77154,133,20,0.1,0,FQUXHKQGNRYKRCU50IWY
364,23,93481,420,24,0,0,NT2VLIR9P6W7CX0Q0YOW
365,20,78092,104,20,0,0,XUJ9S136807LKRXR1W2Z
366,8,30454,361,8,0,0,YL2DFETFZK72SPYJLSGN
367,3,67027,10,17,0,0,H5PMR53YZ1MX6Z9GWDN9
368,14,84277,111,22,0,0,9FZIS2Y8F4LB3HFDRO8Q
369,23,3708,293,1,0,0,0IL5LQP2PFTEB8PP3Z34
370,21,12094,209,4,0.1,0,JX1M2IU35OEJA9WED6B9
371,13,34085,13,9,0,0,QPSXS9PNNP5LQGLKJI8V
372,12,85533,184,22,0,0,JQEU0ZSBPSRVKT89OA94
373,4,60339,123,16,0,0,HZ9XJSBTUN3E66YD2RAW
374,18,49017,56,13,0,0,XWDP6MCBU7ZQI1Q5WH6H
375,17,39383,416,10,0.1,0,V4NHDN9VMJY75K3V7D5Y
376,18,83930,205,22,0.2,0,ZF4NO4885A3FT2RP8SZ3
377,23,60993,266,16,0,0,8O0JDHN9O30IZVPJTPI0
378,11,17239,332,5,0.2,0,G9VRBIB6ZL6V3RR44BNL
379,10,73737,347,19,0,0,H63XU626E3H2SRE5R1ZB
380,19,75468,82,20,0,0,PITNV3XFPEVFOZ2RUHB9
381,1,15903,404,5,0,0,KIPSBZDYC9N9URO99Y25
382,18,32085,313,9,0,0,OOLM3SBDWJN23404UK4K
383,3,14123,100,4,0,0,D475U7EILI949WT36771
384,11,9521,32,3,0,0,FP07RMO5FDYKABKDH9KX
385,18,93868,343,24,0,0,B1EYU860OCWIUXE7Y2KP
386,17,53267,358,14,0,0,65BJZL9QOYM4Q3OL8WEH
387,14,30514,163,8,0,0,Q011FD55I6Z7I5V3FVNX
388,8,6540,320,2,0,0,ZE9E4UQMP6688F49HJ83
389,14,74333,216,19,0.1,0,6SMW7YTIT1RJUQMSMAIF
390,13,90048,203,23,0,0,T0TYAQRTXBFTPTLMIXWX
391,17,39116,201,10,0,0,W4EPDOHGU9PO0DSTXX72
392,10,33185,332,9,0,0,WPCP4X054DMHGXVE9W19
393,10,25252,226,7,0,0,22P5OGTTK0OVEZE2Z9RH
394,23,37277,222,10,0,0,QW26KGWEO06SBTNMKFG7
395,19,15668,302,4,0.1,0,KDYM1XGCANAR1C5NY40W
396,23,27302,314,7,0,0,WZH225RFETA9Z6J3JIIG
397,2,78534,171,20,0,0,DDW1AHHZMBGAWODHKZRP
398,11,55857,98,15,0,0,VUZI15MJELHGDIML1SO9
399,16,64956,273,17,0,0,SHTZ2I5MZJRQ4IJWI8BV
400,21,53079,9,14,0,0,8PYTJ5RVJ63GG3C6IYNH
401,14,83382,111,22,0,0,F1QQ903PIJCE1KSU5JCE
402,5,49888,205,13,0,0,FCO9NE6QZ9NEITN8395N
403,10,89029,60,23,0.1,0,1NQ2FJKBDEB26ZP1GLLW
404,16,43571,264,12,0,0,I9O0IR4M296QLDPX78VM
405,23,79715,250,21,0.1,0,MUCBBTY7MOKR6JD22WSF
406,7,1995,290,1,0,0,B45CLMZ48CPAKVECO7X5
407,15,39434,12,10,0,0,FLLYEUCV5B36PAP6YQ7Z
408,18,181,378,1,0,0,EBVHMNYPDPUAAWJJD6SM
409,11,77611,367,20,0,0,31L3UKP5PGQ5C19QHS6E
410,7,89116,371,23,0,0,RL9WFE6NLJFCUAAAER29
411,18,86623,13,22,0,0,N934XUASWEL82BFB7F5I
412,20,23334,383,6,0,0,4WBSHQZG3034L4C5RHJW
413,7,76277,221,20,0,0,P5T4RZUY6CWQ2ICSBF4A
414,9,93820,159,24,0,0,SEH3H726FXMMNFRHOQR4
415,18,35835,337,10,0,0,WO6EILZDF1FLIWQB19SS
416,16,71212,351,19,0,0,QFA3F3LANPC6UVQBPYL2
417,10,37557,162,10,0,0,ZV614I06NGZCQ68WA3HE
418,8,67633,101,18,0,0,SC2EO100BB6PZQJ42ALK
419,5,98372,78,25,0,0,Z8DU3PHEEV3OP7J3NGH0
420,3,24826,199,7,0,0,B5SMQFPR8SWUYT4OJKBJ
421,17,98700,198,25,0,0,XF21AJ00EU3KYO2K7CAR
422,19,60487,143,16,0.1,0,626TQEEF3W6GJEPQLGVP
423,23,9944,347,3,0,0,TYTA0414B71RYQDW7J5L
424,10,12420,90,4,0,0,BXX3F9CUMWE2VD4DJQ9D
425,5,71738,8,19,0,0,RP5PLNCUEXQ36I0V7LVO
426,4,900,134,1,0,0,PBMP2D8IOTV8AJ8SDTL0
427,2,60282,410,16,0,0,8YOYPU3HB4EO12DI0I93
428,5,23063,354,6,0,0,P3UVVYR3TR9O9HCYQDI4
429,22,33349,206,9,0,0,COHJ9HU9DBCWPIVT3TWC
430,17,12082,102,4,0,0,ID40SK1K94RZADFCCMHW
431,17,5396,35,2,0,0,FFXRKZH4NKMSMUBDIHWT
432,12,5137,168,2,0.1,0,36LXE4GGR6EFJ2X787LK
433,18,51042,60,13,0,0,MK46NJ3ZT5K34B9CU5U1
434,12,20658,339,6,0,0,VD7D3RD5A9B9AHMGRQLC
435,6,90845,423,23,0,0,X0UBFQOVE2QJRQ7WTKRQ
436,19,64774,199,17,0,0,JW8UUUNV3E8P6XCD1N0O
437,8,41816,253,11,0,0,V6KQIQEKX6ULNE4LHKW1
438,10,69311,288,18,0,0,BNITKSUIRWQ1KNPO4B48
439,11,28566,235,8,0,0,58E3JJ8SJ24N9JJ2WXXK
440,11,91874,53,24,0,0,593K3QEXD9STO6E3Q19M
441,2,13833,346,4,0,0,8TLDA45L7D6N9ZZBJFST
442,20,30333,238,8,0,0,5TCUKD4Y5WOXBXFH6SM9
443,21,27688,405,8,0,0,5VL5F6FS6LHTV209JPQ1
444,8,83977,298,22,0.2,0,1HIQY1JTDN5KJ0YQO56P
445,18,3425,191,1,0,0,ZA74GVF8M3W7P4D3FH5W
446,20,15782,270,4,0.1,0,TYB9B21IUJJCG27AMH54
447,3,55668,112,15,0,0,RJ9CUWLN9O1S76BVU4TD
448,2,30192,67,8,0.2,0,RJCV916SSZZRC1F2XH5G
449,5,1442,337,1,0.2,0,LVIJ8WVFRDCQVZZWGKUE
450,4,43216,403,11,0,0,GO11U4WSXMNXU6OUC05A
451,14,88505,153,23,0,0,0LN0G2F5GWB1146GIDRY
452,18,10902,70,3,0.1,0,UQOT1TB24JP4GF2E0D2H
453,6,56244,21,15,0.2,0,GQCVT2HDUNDBQ6VY7F83
454,14,40131,74,11,0,0,CCMXKO32HZPHZE0CX8RU
455,5,53139,264,14,0,0,AWBSQ97GSYTDJ3DQY9ED
456,18,22896,421,6,0,0,CNOURRUL97H8D2GA4TEW
457,5,39944,310,11,0,0,P1V3FANMYYDHEX8NXYID
458,1,76609,422,20,0,0,IRC551XFTFZGPNMSRBG7
459,12,70593,256,18,0,0,A84RZ47M7VVJQ69JY99P
460,19,78816,117,20,0,0,5JD0OALV6N15V7I8D6WP
461,5,40472,332,11,0,0,MK3XZHC8S16HS5PQQBUM
462,11,16372,110,5,0,0,08TDUYRBK3D0DIY92PS8
463,20,65592,172,17,0,0,DLUO32SHNU131MCAK4IL
464,17,65530,266,17,0,0,8YTHENQHNM2D4MMYPRWY
465,14,83721,336,22,0,0,X9BWCWMZIL9NO5M16PE2
466,7,81487,297,21,0,0,Z8ZQWZPBUCMM4BPIK1R3
467,2,71051,324,18,0,0,50SQGH0XI1HWSX0C6FWX
468,18,55619,334,15,0,0,N8N0JTXIMNNYIU760GIP
469,3,2975,189,1,0,0,CA5PBDO5DMV6THS5PWN2
470,23,69820,138,18,0,0,VEUY93S56ZD8ABXIA8G8
471,9,29397,98,8,0.1,0,81SRPCF1AJUMYGWAR1AV
472,23,67006,326,17,0,0,7NHXI5VNEO7T1ND26KQD
473,20,39068,318,10,0.2,0,VFJMCV07J66DC1EAT66J
474,18,6499,25,2,0,0,WVNSWTJ7KHJHWB7YB6AU
475,2,10993,305,3,0.2,0,UH1GOLZRCDKTPYJVTF2H
476,21,68367,412,18,0,0,ZPMVGQ6CI0WPY2EMB77K
477,22,32799,190,9,0,0,73YO7CO2IQ8CGVREL8US
478,16,24727,50,7,0,0,UDO4QW48H7UXJRMO78DH
479,15,8996,352,3,0.1,0,Z9NCI6M8QZCR1DPAJGFJ
480,8,55956,190,15,0.2,0,1JDFX35QE0HB4U30R8PH
481,1,43991,23,12,0.2,0,R8H5HEWDNSXXGYQ9XL3H
482,1,30091,344,8,0,0,BYVGWIMAR7P1T9AW9FP9
483,1,21621,17,6,0,0,R7JDOWDQUNM0IF9LPLWA
484,19,88893,255,23,0,0,VK7VMOFDN6D85KRC28L8
485,3,22336,402,6,0.1,0,XK31AU1AJUTYAVNBH17X
486,23,93253,417,24,0,0,6H8SDUI9MCA1IXZ4UCUE
487,6,47652,147,13,0,0,3BK9VO40L6EA7R3U8XZI
488,5,10912,438,3,0,0,XHIWRXN7MPDJA25NII6E
489,8,66279,76,17,0,0,16WRB6WALEUV16U2C3QG
490,11,67950,3,18,0,0,YH0QWOY6QFT4RVAM5GRR
491,14,24831,341,7,0,0,0BJO8VAL6EFXF2PV0EIX
492,8,63966,284,17,0,0,VY0Q9BJF6NZPWX5H2OSN
493,22,97478,32,25,0,0,J1E7CSLQ518TT4CIXZKQ
494,15,48509,118,13,0,0,ZRF7J4JEXQQ9IBXMJXIY
495,7,51402,174,14,0,0,1LRW2TTY5O7XFK9ZZSO2
496,14,96221,237,25,0,0,8BIJBTFWD12RHY5OAGBQ
497,23,63501,67,17,0,0,R1IC3RNMJ4TWCS98DRZD
498,4,60917,140,16,0,0,SN55YM4BPCCCWHAZ681R
